name,score,developer,publisher,owners,players_forever,players_2weeks,score_ratio(+to-),days_since_sale,average_days_per_sale,average_days_per_sale_variance 
Devade,14,Paleno Games,Paleno Games,6256,5214,781,1.40,-1.00,-1.00,-1.00
Inversion,16,Saber Interactive,BANDAI NAMCO Entertainment,48226,31282,785,1.51,-1.00,-1.00,-1.00
Saints Row 2,40,Volition,Deep Silver,3478293,1517175,14859,3.43,-1.00,-1.00,-1.00
Tank Assault X,,Starwind Games,Starwind Games,31543,30500,781,0.00,-1.00,-1.00,-1.00
Decksplash Free Week,44,Bossa Studios,Bossa Studios,66735,37538,781,3.95,-1.00,-1.00,-1.00
Knight Online,7,"Noah System, Mgame",NTTGame,2124045,1832601,19812,0.87,-1.00,-1.00,-1.00
Total War: THREE KINGDOMS,,Creative Assembly,SEGA,1564,0,0,0.00,-1.00,-1.00,-1.00
Achievement Hunter: Spinner Edition,7,putilin_industries,putilin_industries,8603,2868,785,0.89,-1.00,-1.00,-1.00
Devilian,14,Bluehole Ginno Games,Trion Worlds,413182,302914,1568,1.41,-1.00,-1.00,-1.00
The Amazing Spider-Man 2,23,Beenox,Activision,91239,73513,3125,2.02,-1.00,-1.00,-1.00
Blockland,31,"Eric Hartman, Ben Garney, Anthony Rotondo",Blockland LLC,205940,183260,2868,2.68,-1.00,-1.00,-1.00
Kalonline,9,Inixsoft,Inixsoft,141029,71948,778,1.02,-1.00,-1.00,-1.00
Ellipsis,86,Salmi Games,Salmi Games,108705,21376,781,14.60,-1.00,-1.00,-1.00
Balthazar's Dream,,Psilocybe Games,Psilocybe Games,1825,2352,0,0.00,-1.00,-1.00,-1.00
6180 the moon,78,"Turtle Cream, PokPoong Games",Turtle Cream,20594,16684,0,11.00,-1.00,-1.00,-1.00
Zombie Zoeds,1,Mystic Games,Mystic Games,256512,188734,781,0.41,-1.00,-1.00,-1.00
Genesis of Drones,40,Chris Mailloux,boredmob.com,23722,1176,0,3.40,-1.00,-1.00,-1.00
The Valley In My Mind,,Generic Game Studios LLC,Generic Game Studios LLC,782,0,0,0.00,-1.00,-1.00,-1.00
The Withering,27,CM Softworks,CM Softworks,6517,4432,0,2.32,-1.00,-1.00,-1.00
Kill The Plumber,25,"Keybol, Iskander Aminov",Tekitown,9906,8342,778,2.15,-1.00,-1.00,-1.00
EVE: Valkyrie,22,CCP,CCP,10427,9645,0,1.91,-1.00,-1.00,-1.00
Save the Ninja Clan,82,Willz,Sometimes You,52919,46923,778,12.67,-1.00,-1.00,-1.00
House of the Dying Sun,71,"Marauder Interactive, LLC","Marauder Interactive, LLC",44055,36756,1570,8.99,-1.00,-1.00,-1.00
King Lucas,30,DevilishGames,DevilishGames,45620,38581,1562,2.50,-1.00,-1.00,-1.00
Avaris 2: The Return of the Empress,12,StudioGIW,Zoo Corporation,2085,1825,0,1.22,-1.00,-1.00,-1.00
The Masterplan,21,Shark Punch,Shark Punch,101145,49790,1569,1.79,-1.00,-1.00,-1.00
Hallowed Encounter,,Alpha Pack Studios,"Handle Consolidated, LLC.",1570,0,0,0.00,-1.00,-1.00,-1.00
Infestation: Survivor Stories Classic,5,OP Productions LLC,OP Productions LLC,1001544,949929,2085,0.74,-1.00,-1.00,-1.00
Disgraced,62,Corrosive Studios LLC,Corrosive Studios LLC,9385,5214,0,6.29,-1.00,-1.00,-1.00
Trove,40,Trion Worlds,Trion Worlds,9702098,7949787,179350,3.48,-1.00,-1.00,-1.00
Call of Duty: Black Ops III,16,Treyarch,Activision,781,0,0,1.51,-1.00,-1.00,-1.00
Cat survival,56,Nafanya interactive,Nafanya interactive,41449,41449,1953,5.33,-1.00,-1.00,-1.00
Legendary Hunter VR,74,LastnOni,Frozen Dreams,1825,1952,0,9.00,-1.00,-1.00,-1.00
STAR WARS Jedi Knight - Jedi Academy,89,"Raven Software, Aspyr (Mac)","LucasArts, Aspyr (Mac), Lucasfilm, Disney Interactive",1739016,965570,27111,17.32,-1.00,-1.00,-1.00
Super Intergalactic Gang,67,Martin Cerdeira,,9645,2085,0,7.33,-1.00,-1.00,-1.00
Constricting Cubes,,D.W.S.,D.W.S.,4432,778,0,2.00,-1.00,-1.00,-1.00
Shooty Fruity,86,nDreams / Near Light,nDreams ,2085,1825,0,15.00,-1.00,-1.00,-1.00
Invasion,,brutalsoft,brutalsoft,782,0,0,0.00,-1.00,-1.00,-1.00
Elite vs. Freedom,4,AVE,AVE,5474,4692,0,0.68,-1.00,-1.00,-1.00
Metro Conflict,,Red Duck Inc.,OGPlanet,596182,325072,0,1.06,-1.00,-1.00,-1.00
Project Nimbus,67,GameCrafterTeam,"KISS ltd, GameTomo",33107,27372,0,7.36,-1.00,-1.00,-1.00
Batman: Arkham Origins Blackgate - Deluxe Edition,4,Armature Studio,WB Games,591750,138944,1043,0.65,-1.00,-1.00,-1.00
Redium,,ZovGame,ZovGame,782,0,0,0.00,-1.00,-1.00,-1.00
Rock Boshers DX: Directors Cut,82,Tikipod Ltd,Tikipod Ltd,2085,1303,0,12.00,-1.00,-1.00,-1.00
Westerado: Double Barreled,78,Ostrich Banditos,Adult Swim Games,175179,99842,2352,10.49,-1.00,-1.00,-1.00
Insanity's Blade,37,Causal Bit Games Inc.,Causal Bit Games Inc.,26329,10949,0,3.06,-1.00,-1.00,-1.00
EDEN STAR,44,Flix Interactive,Flix Interactive,40406,36496,1564,3.85,-1.00,-1.00,-1.00
9th Dawn Classic - Clunky controls edition,,Valorware,Valorware,1172,781,0,0.00,-1.00,-1.00,-1.00
Samurai Sword VR,23,SAT-BOX,SAT-BOX,781,781,0,2.00,-1.00,-1.00,-1.00
Flinthook,42,Tribute Games Inc.,Tribute Games Inc.,71688,39363,2607,3.58,-1.00,-1.00,-1.00
State of Decay,56,Undead Labs,Microsoft Studios,985642,899356,5996,5.51,-1.00,-1.00,-1.00
HERO-E,33,Osky Studios,Osky Studios,7038,3128,778,2.71,-1.00,-1.00,-1.00
Raiders of the Broken Planet - Eternal Soldier Campaign,9,MercurySteam,Mercury Steam Entertainment s.l.,253905,135555,4171,1.00,-1.00,-1.00,-1.00
Lost In Woods 2,13,Crouching Fox,Dagestan Technology,170487,145722,0,1.33,-1.00,-1.00,-1.00
Flywrench,92,Messhof,Messhof,6517,4692,778,21.86,-1.00,-1.00,-1.00
Advanced Gaming Platform::Epica,5,AGP::Studios,AGP::Studios,4953,4314,1568,0.76,-1.00,-1.00,-1.00
Zeno Clash 2,35,ACE Team,ATLUS USA,326114,129299,1953,2.94,-1.00,-1.00,-1.00
Caveblazers,67,Rupeck Games,The Yogscast,133730,67517,5735,7.87,-1.00,-1.00,-1.00
Eternal Step,33,Once More With Gusto,Green Man Gaming Publishing,11731,8081,0,2.82,-1.00,-1.00,-1.00
The Swindle,24,Size Five Games,Size Five Games,17466,14338,1568,2.06,-1.00,-1.00,-1.00
Titan,18,Interplay,Games For All,11731,1561,0,1.67,-1.00,-1.00,-1.00
Wooden Sen'SeY,15,Upper Byte,Neko Entertainment,35192,19812,785,1.48,-1.00,-1.00,-1.00
Beat Hazard,92,Cold Beam Games,Cold Beam Games,646754,497383,3137,20.20,-1.00,-1.00,-1.00
Arkshot,49,Code Avarice,Digerati Distribution,7820,6256,0,4.35,-1.00,-1.00,-1.00
Kingdoms Rise,7,Flyleap Studios Pty. Ltd.,Flyleap Studios Pty. Ltd.,51355,47705,0,0.90,-1.00,-1.00,-1.00
Jet Racing Extreme,27,Real Dynamics,Real Dynamics,344623,228619,1303,2.24,-1.00,-1.00,-1.00
Flag N Frag,16,EDEVOX,EDEVOX,3389,2346,0,1.50,-1.00,-1.00,-1.00
Wake,1,Boss Baddie,Boss Baddie,46141,27372,0,0.43,-1.00,-1.00,-1.00
Masked Forces: Zombie Survival,21,FreezeNova,FreezeNova,10427,3128,784,1.81,-1.00,-1.00,-1.00
Sonic Mania,59,"Christian Whitehead, Headcannon, PagodaWest Games",SEGA,133730,126431,17466,5.94,-1.00,-1.00,-1.00
Left 4 Dead,92,Valve,Valve,5775431,3547113,45098,19.07,-1.00,-1.00,-1.00
Cars with Guns: It's About Time,,Null Reference Games LLC,Null Reference Games LLC,785,785,0,0.00,-1.00,-1.00,-1.00
Shootout on Cash Island,89,Quantized Bit,Quantized Bit,5214,4687,1562,15.75,-1.00,-1.00,-1.00
LoveBeat,33,"CRAZYDIAMOND CO., LTD.","CRAZYDIAMOND CO., LTD.",201247,113658,2607,2.76,-1.00,-1.00,-1.00
Void 21,44,Taranasus Studio,Taranasus Studio,1043,782,0,3.83,-1.00,-1.00,-1.00
AirMech Command,40,Carbon Games,Carbon Games,5996,4953,778,3.36,-1.00,-1.00,-1.00
Paladins,53,Hi-Rez Studios,Hi-Rez Studios,16493932,13684551,1171770,5.03,-1.00,-1.00,-1.00
Hardland,47,Mountain Sheep,Mountain Sheep,16162,14338,778,4.15,-1.00,-1.00,-1.00
Watchmen: The End is Nigh Part 2,19,Deadline Games  ,Warner Bros. Interactive Entertainment,33889,8603,0,1.71,-1.00,-1.00,-1.00
Alphabeats: Master Edition,31,Rad Dragon,Rad Dragon,4171,1043,0,2.67,-1.00,-1.00,-1.00
Heckpoint,100,"Nodacoy Games, Jadan Bliss",Rooster Republic LLC,2607,785,0,12.00,-1.00,-1.00,-1.00
Lucius,49,Shiver Games,Shiver Games,738775,500251,8342,4.33,-1.00,-1.00,-1.00
"SnarfQuest Tales, Episode 1: The Beginning",,Cellbloc Studios,Cellbloc Studios,6517,0,0,0.00,-1.00,-1.00,-1.00
Intrude,56,Michal Kruba,Michal Kruba,3650,2868,785,5.45,-1.00,-1.00,-1.00
RefleX,65,SITER SKAIN,Nyu Media,58654,29457,784,7.05,-1.00,-1.00,-1.00
Skyfall,3,AYE Technology, AYE Technology,9385,778,0,0.54,-1.00,-1.00,-1.00
Dynamite Alex,9,Ryan Silberman,Opium Pulses Entertainment,8342,7560,0,1.00,-1.00,-1.00,-1.00
LQVE: Lion Quest Versus Expanded,,Dracula's Cave,Dracula's Cave,2346,0,0,0.00,-1.00,-1.00,-1.00
Dragon's Prophet,,Daybreak Games,Daybreak Games,161102,58654,0,1.83,-1.00,-1.00,-1.00
Animal Rivals,16,Blue Sunset Games,Blue Sunset Games,7820,5474,0,1.53,-1.00,-1.00,-1.00
Warhammer: Vermintide 2,,Fatshark,Fatshark,28675,0,0,0.00,-1.00,-1.00,-1.00
N++ (NPLUSPLUS),95,Metanet Software Inc.,Metanet Software Inc.,115743,82897,5474,27.28,-1.00,-1.00,-1.00
iO,49,Gamious,Gamious,26850,16162,0,4.43,-1.00,-1.00,-1.00
The Culling Of The Cows,35,DL Softworks,KISS ltd,710361,367302,2607,2.87,-1.00,-1.00,-1.00
Dark Messiah of Might & Magic,89,Arkane Studios,Ubisoft,996591,440033,6517,16.57,-1.00,-1.00,-1.00
Hurtworld,39,Bankroll Studios,Bankroll Studios,695502,569592,33367,3.29,-1.00,-1.00,-1.00
Has-Been Heroes,40,Frozenbyte,GameTrust Games,32064,19291,1043,3.44,-1.00,-1.00,-1.00
Hypt,39,EmpI Studios,,25547,2607,0,3.22,-1.00,-1.00,-1.00
BANG BANG BANG!,40,Sophie Houlden,Sophie Houlden,4432,778,0,3.50,-1.00,-1.00,-1.00
CRYPTARK,65,Alientrap,Alientrap,53440,34410,1568,7.05,-1.00,-1.00,-1.00
Rocket Wars,,Archon Interactive,Rooftop Panda,3650,2346,0,0.00,-1.00,-1.00,-1.00
Call of Duty: Modern Warfare Remastered,5,"Raven Software, Beenox",Activision,264593,155628,6778,0.77,-1.00,-1.00,-1.00
The First Templar - Steam Special Edition,28,Haemimont Games,Kalypso Media Digital,132427,39363,0,2.43,-1.00,-1.00,-1.00
ROOT,65,Skunkape Interactive,Digital Tribe,5474,3389,778,6.70,-1.00,-1.00,-1.00
Space Ark,9,Strawdog Studios Ltd,Bounce Entertainment ,7820,2868,0,1.00,-1.00,-1.00,-1.00
Zombie City Defense 2,44,Mozg Labs,Mozg Labs,13556,12773,0,3.79,-1.00,-1.00,-1.00
Mad Combat Marines,24,FreezeNova,FreezeNova,27111,20333,778,2.12,-1.00,-1.00,-1.00
Zenodyne R,56,Team Grybanser Fox,Team Grybanser Fox,39363,3910,0,5.43,-1.00,-1.00,-1.00
Tunnel Rats,3,Replay Studios,Boll AG,1825,1564,0,0.58,-1.00,-1.00,-1.00
Sound Shift,49,Matthew Brown,Matthew Brown,20594,3910,781,4.47,-1.00,-1.00,-1.00
Deep Rock Galactic,,Ghost Ship Games,Coffee Stain Publishing,1953,1562,785,0.00,-1.00,-1.00,-1.00
METRO CONFLICT: THE ORIGIN,9,"RED DUCK, INC.","RED DUCK, INC.",309170,196816,63085,1.07,-1.00,-1.00,-1.00
Story Of the Survivor,23,"Kamil Szczepanik, Bartosz Zajkowski",Animakemu Games,47966,4432,785,2.00,-1.00,-1.00,-1.00
Clergy Splode,6,PiGravity,Back To Basics Gaming,396238,320119,3910,0.81,-1.00,-1.00,-1.00
Plancon: Space Conflict,16,HeroCraft,HeroCraft,17726,10427,1171,1.52,-1.00,-1.00,-1.00
Victor Vran ARPG,71,Haemimont Games,EuroVideo Medien,580280,354529,6517,8.16,-1.00,-1.00,-1.00
Commandos: Behind Enemy Lines,65,Pyro Studios,Merge Games,587579,285709,7038,7.27,-1.00,-1.00,-1.00
Animal Super Squad,82,DoubleMoose Games,DoubleMoose Games,2868,2607,778,11.55,-1.00,-1.00,-1.00
Red Wake Carnage,1,Racing Bros,ANPA.US,12513,1825,778,0.34,-1.00,-1.00,-1.00
Tank Force,17,Extreme Developers,Extreme Developers,174136,115743,8863,1.62,-1.00,-1.00,-1.00
Distant Space,40,PixelMouse,PixelMouse,50833,43273,778,3.42,-1.00,-1.00,-1.00
Uprising: Join or Die,47,Cyclone Studios,"Prism Entertainment, Retroism",4953,2346,0,4.12,-1.00,-1.00,-1.00
Worms W.M.D,47,Team17 Digital Ltd,Team17 Digital Ltd,332371,204375,13034,4.19,-1.00,-1.00,-1.00
Operation Flashpoint: Dragon Rising,19,Codemasters Studios,Codemasters,714271,306824,1564,1.73,-1.00,-1.00,-1.00
Red Crucible: Firestorm,15,"Rocketeer Games Studio, LLC","Rocketeer Games Studio, LLC",2193126,1622491,13816,1.46,-1.00,-1.00,-1.00
Shadow Harvest: Phantom Ops,3,Black Lion Studios,Viva Media,40927,23201,0,0.52,-1.00,-1.00,-1.00
Star Drifter,5,"Nostalgia Hound, PiGravity",Back To Basics Gaming,313862,260683,2868,0.74,-1.00,-1.00,-1.00
Empty Soul - S&S Edition,86,ClorithStudio,ClorithStudio,1303,1570,0,15.00,-1.00,-1.00,-1.00
Hard Truck Apocalypse / Ex Machina,39,Targem Games,Buka Entertainment,59175,46141,1171,3.35,-1.00,-1.00,-1.00
Nemesis Perspective,71,Evocat Games,Kajak Games,1564,1561,0,8.33,-1.00,-1.00,-1.00
Psycho Starship Rampage,78,Ballistic Frogs,Ballistic Frogs,3389,2868,785,10.67,-1.00,-1.00,-1.00
Dota 2,65,Valve,Valve,121108606,121108606,9229480,7.18,-1.00,-1.00,-1.00
Shadow Ninja: Apocalypse,11,Boogygames Studios,Boogygames Studios,27893,17987,785,1.15,-1.00,-1.00,-1.00
Rise of the Triad,25,Interceptor Entertainment,Apogee Software,232008,162666,784,2.20,-1.00,-1.00,-1.00
Pirates: Treasure Hunters,,Virtual Toys,Virtual Toys,89936,37017,0,1.90,-1.00,-1.00,-1.00
Bebop and Tempo,,Brandon Dominguez,Brandon Dominguez,782,782,0,0.00,-1.00,-1.00,-1.00
eXceed 2nd - Vampire REX,65,Tennen-sozai,Nyu Media,65692,40927,0,6.79,-1.00,-1.00,-1.00
Mesel,40,Burak Dabak,Burak Dabak,1564,1043,0,3.40,-1.00,-1.00,-1.00
Shards of Azuria,27,Blue Potion Games,Blue Potion Games,10167,4432,0,2.24,-1.00,-1.00,-1.00
PWND,47,Skydance Interactive,Skydance Interactive,14338,10688,0,4.11,-1.00,-1.00,-1.00
Cold Space,53,IdeaX,IdeaX,2734,2343,785,5.00,-1.00,-1.00,-1.00
Cavernus,2,frozenen,frozenen,8342,0,0,0.50,-1.00,-1.00,-1.00
The Dishwasher: Vampire Smile,95,Ska Studios,Ska Studios,14077,9906,1961,29.89,-1.00,-1.00,-1.00
Aces of the Luftwaffe,39,HandyGames,HandyGames,12773,1043,0,3.25,-1.00,-1.00,-1.00
Spider: Rite of the Shrouded Moon,67,Tiger Style,Tiger Style,34671,5735,0,7.50,-1.00,-1.00,-1.00
Space Robot Samurai Zombie Slayer,31,Brandon Brizzi,Brandon Brizzi,8863,1568,0,2.67,-1.00,-1.00,-1.00
Royal Tumble,,4ShawGames,4ShawGames,781,778,778,0.00,-1.00,-1.00,-1.00
Revhead,28,Creative Pudding Hungary Llc.,Creative Pudding Hungary Llc.,6256,5735,1953,2.37,-1.00,-1.00,-1.00
Haegemonia: The Solon Heritage,19,Digital Reality,Microids,65171,14859,0,1.77,-1.00,-1.00,-1.00
Biomydra,,Class of 2015-2016,Campus ADN,3128,781,0,0.00,-1.00,-1.00,-1.00
Enemy Mind,62,Schell Games,Schell Games,251298,146243,1303,6.52,-1.00,-1.00,-1.00
Deathtrap,49,NeocoreGames,NeocoreGames,145200,83940,1303,4.34,-1.00,-1.00,-1.00
Mr. Bree+,62,TawStudio Entertainment,TawStudio Entertainment,32064,19812,0,6.46,-1.00,-1.00,-1.00
Near Death,78,Orthogonal Games,Orthogonal Games,19551,13034,778,10.73,-1.00,-1.00,-1.00
Shred! Downhill Mountain Biking,12,ASBO Interactive,ASBO Interactive,7038,3650,0,1.24,-1.00,-1.00,-1.00
Isomer,0,Ionising Software,Ionising Software,11470,2346,0,0.25,-1.00,-1.00,-1.00
Spacecats with Lasers VR,100,"Bitten Toast Games Inc., Guilherme Cunha, Daniel Snd, Thiago Adamo",Bitten Toast Games Inc.,1043,0,0,2.00,-1.00,-1.00,-1.00
Super Chain Crusher Horizon,11,"Mindware Co.,Ltd.","Mindware Co.,Ltd.",26329,11209,0,1.17,-1.00,-1.00,-1.00
Frozen Drift Race,37,Dev4play,Dev4play,5474,4953,0,3.00,-1.00,-1.00,-1.00
Orbiz,100,Anoman Studio,Anoman Studio,3650,2346,0,1.00,-1.00,-1.00,-1.00
Rogue Stormers,30,Black Forest Games,"Black Forest Games, THQ Nordic",70645,52137,1303,2.52,-1.00,-1.00,-1.00
TY the Tasmanian Tiger 2,97,Krome Studios,Krome Studios,19030,16423,1570,45.00,-1.00,-1.00,-1.00
Raptor Valley,78,Andrew Stout,Andrew Stout,5735,1564,0,11.00,-1.00,-1.00,-1.00
Stargunner,51,3D Realms,3D Realms (Apogee Software),84201,4692,785,4.78,-1.00,-1.00,-1.00
Alganon,3,Quest Online,3000AD,124346,30239,0,0.59,-1.00,-1.00,-1.00
Strike Force: Desert Thunder,1,West Forest Games,West Forest Games,6517,778,0,0.40,-1.00,-1.00,-1.00
Giana Sisters 2D,28,Kasaa Solution,"Black Forest Games, THQ Nordic",14859,5214,0,2.37,-1.00,-1.00,-1.00
Hush Hush - Unlimited Survival Horror,,MediaAtlas,Libredia,1043,1043,0,1.00,-1.00,-1.00,-1.00
HIVE: Altenum Wars,,Catness Game Studios,Catness Game Studios,3650,0,0,0.00,-1.00,-1.00,-1.00
Three Dead Zed,31,Gentleman Squid Studio,Gentleman Squid Studio,76901,26068,1303,2.62,-1.00,-1.00,-1.00
The Crypts of Anak Shaba - VR,1,Virtual Rage Studios LLC,Virtual Rage Studios LLC,10427,7299,0,0.42,-1.00,-1.00,-1.00
Sponchies,,TrerPlay,TrerPlay,3389,2085,0,0.00,-1.00,-1.00,-1.00
Insecters War,6,GameShark,GameShark,36235,4953,0,0.85,-1.00,-1.00,-1.00
Super Death Arena,1,Rigid-Soft,Rigid-Soft,32585,1561,0,0.27,-1.00,-1.00,-1.00
BATTALION 1944,18,Bulkhead Interactive,Square Enix,28154,32550,32550,1.66,-1.00,-1.00,-1.00
Darkwood,89,Acid Wizard Studio,Acid Wizard Studio,142072,123303,14859,18.82,-1.00,-1.00,-1.00
Project: Snowblind,39,Crystal Dynamics,Square Enix,80290,13816,0,3.28,-1.00,-1.00,-1.00
Rogue Islands,49,"Big Fat Alien, Blue Sock Studios",Keystone Games,2868,2085,0,4.50,-1.00,-1.00,-1.00
Battle For The Sun,3,Appsolutely Studios,Appsolutely Studios,9124,1569,0,0.55,-1.00,-1.00,-1.00
Roundabout,86,No Goblin,No Goblin,49790,30239,785,14.07,-1.00,-1.00,-1.00
BallisticNG,67,Neognosis,Neognosis,173615,104795,1043,7.77,-1.00,-1.00,-1.00
Katana X,82,"Aargle, LLC","Aargle, LLC",3389,3128,2333,13.00,-1.00,-1.00,-1.00
Wars and Warriors: Joan of Arc,78,Enlight Software Limited,"Retroism, Enlight Software Limited",9906,2868,0,10.29,-1.00,-1.00,-1.00
Zombillie,33,Forever Entertainment S. A.,Forever Entertainment S. A.,60739,37538,1043,2.72,-1.00,-1.00,-1.00
Unknown Battle,1,Nikolai Patrakov,Nikolai Patrakov,328721,142333,3650,0.39,-1.00,-1.00,-1.00
Sky Force Anniversary,78,Infinite Dreams,Infinite Dreams,32585,28414,1953,10.18,-1.00,-1.00,-1.00
Beyond Good and Evil,78,Ubisoft,Ubisoft,237482,142072,2346,10.61,-1.00,-1.00,-1.00
Critical Annihilation,89,Devoga,Devoga,10949,10688,778,16.27,-1.00,-1.00,-1.00
The Big Elk,47,Anatoliy Loginovskikh,Anatoliy Loginovskikh,75859,62303,781,4.24,-1.00,-1.00,-1.00
Ben and Ed,40,Sluggerfly,Sluggerfly,106619,95149,4432,3.42,-1.00,-1.00,-1.00
Manhunter,2,Silden,KISS ltd,95410,23461,0,0.45,-1.00,-1.00,-1.00
Insectophobia : Episode 1,3,Proximity Games,Proximity Games,1953,785,0,0.56,-1.00,-1.00,-1.00
Splatter - Zombie Apocalypse,74,Dreamworlds,Dreamworlds,218192,141812,1303,9.51,-1.00,-1.00,-1.00
Animal Herding,,Pixl Pile,Pixl Pile,5214,781,0,0.00,-1.00,-1.00,-1.00
Red Risk,16,Microblast Games,Microblast Games,200726,171008,2085,1.53,-1.00,-1.00,-1.00
Crazy Forest,30,SnagBox,Atriagames,134773,85765,1561,2.48,-1.00,-1.00,-1.00
Hot Guns,82,Quantized Bit,Quantized Bit,1176,785,0,13.00,-1.00,-1.00,-1.00
Silent Storm Gold Edition,78,Nival,THQ Nordic,113918,57872,1043,10.43,-1.00,-1.00,-1.00
Codename: Rogue Fleet,14,SionoiS,,110790,47966,784,1.38,-1.00,-1.00,-1.00
Sometimes: Success Requires Sacrifice,39,NodziGames,NodziGames,178568,140247,1555,3.27,-1.00,-1.00,-1.00
Tom vs. The Armies of Hell,82,Darkmire Entertainment,Darkmire Entertainment,1564,1043,0,12.00,-1.00,-1.00,-1.00
Sang-Froid - Tales of Werewolves,65,Artifice Studio,Artifice Studio,351401,179871,1171,7.14,-1.00,-1.00,-1.00
VirZOOM Arcade,100,VirZOOM,VirZOOM,52397,10427,0,16.00,-1.00,-1.00,-1.00
Dragon's Lair,44,Digital Leisure Inc.,Digital Leisure Inc.,57090,43534,1555,3.93,-1.00,-1.00,-1.00
Arena Wars 2,2,ExDream GmbH,Just a Game,57611,33107,0,0.50,-1.00,-1.00,-1.00
Ninjahtic Mind Tricks,18,Blaze Epic,Blaze Epic,10688,7038,778,1.64,-1.00,-1.00,-1.00
Mount & Blade: With Fire & Sword,62,TaleWorlds Entertainment,TaleWorlds Entertainment,1487457,1020574,31282,6.22,-1.00,-1.00,-1.00
Kaiju Panic,33,Mechabit Ltd,Mechabit Ltd,5735,2868,778,2.83,-1.00,-1.00,-1.00
Trickster VR: Co-op Dungeon Crawler,86,Trickster Games,Trickster Games,17726,14859,778,15.12,-1.00,-1.00,-1.00
Photon Flux,,D. Scott Nettleton,Whipstitch Games,8603,1570,785,0.00,-1.00,-1.00,-1.00
Time Rifters,67,Proton Studio Inc, ,19551,16423,0,7.34,-1.00,-1.00,-1.00
Make America Great Again,4,e-Solution,e-Solution,4692,0,0,0.68,-1.00,-1.00,-1.00
Cludbugz's Twisted Magic,,Virtual Top,VT Publishing,1303,785,785,0.00,-1.00,-1.00,-1.00
Mara,,Defiant Child Games,Black Shell Media,781,0,0,0.00,-1.00,-1.00,-1.00
Globe Rush,47,Treetop Crew,Treetop Crew,1562,1172,0,4.00,-1.00,-1.00,-1.00
Secret Of Magia,7,,EQ-Games,276063,194209,1043,0.88,-1.00,-1.00,-1.00
Sweezy Gunner,56,Windybeard,Windybeard,28675,20073,0,5.41,-1.00,-1.00,-1.00
Ys I & II Chronicles+,71,Nihon Falcom,XSEED Games,179350,107923,1569,8.16,-1.00,-1.00,-1.00
Sun Blast: Star Fighter,19,OBLONE Software,EQ Games,178307,127474,1172,1.73,-1.00,-1.00,-1.00
Hegis' Grasp,,Salty Goal Productions,Global Hive,782,0,0,0.00,-1.00,-1.00,-1.00
Depths of Limbo,62,Evgiz,Evgiz,3389,1568,0,6.50,-1.00,-1.00,-1.00
DUSK,99,David Szymanski,New Blood Interactive,14598,9906,6256,64.18,-1.00,-1.00,-1.00
Soul of the Devil,7,Ziga Games,Ziga Games,44055,37799,0,0.88,-1.00,-1.00,-1.00
Graveyard Smash,,Four Mans Games L.L.C.,Four Mans Games L.L.C.,11731,10688,0,0.00,-1.00,-1.00,-1.00
Geneticognito,,Blob Games Studio,Blob Games Studio,782,0,0,0.00,-1.00,-1.00,-1.00
GRIDD: Retroenhanced,92,Antab Studio,Kongregate,1961,1961,0,19.50,-1.00,-1.00,-1.00
David.,42,Fermenter Games,Fermenter Games,77684,55265,1176,3.62,-1.00,-1.00,-1.00
Melter Man,100,Husky Swim Team,"RMM Studios, LLC",7299,784,0,4.00,-1.00,-1.00,-1.00
ZHEROS,42,Rimlight Studios,Rimlight Studios,3529,2745,0,3.62,-1.00,-1.00,-1.00
From the Depths,67,Brilliant Skies Ltd.,Brilliant Skies Ltd.,235136,193948,9124,7.76,-1.00,-1.00,-1.00
SPACE ASTEROID SHOOTER  RETRO ACHIEVEMENT ODYSSEY,,DRUNKEN APES,DRUNKEN APES,785,0,0,0.00,-1.00,-1.00,-1.00
Street Fighter V: Arcade Edition,9,Capcom,Capcom,370430,360525,99581,1.02,-1.00,-1.00,-1.00
Out of Ammo: Death Drive,59,RocketWerkz,RocketWerkz,1564,1303,0,5.86,-1.00,-1.00,-1.00
Prevent The Fall,27,D.W.S,D.W.S.,5735,2868,784,2.29,-1.00,-1.00,-1.00
Keen Dreams,40,"id Software, David Gow, Nightdive Studios, Hard Disk Publishing","Nightdive Studios, Hard Disk Publishing",77684,58914,0,3.43,-1.00,-1.00,-1.00
Chasing Styx,49,ForepawSoft,ForepawSoft,15120,9645,1171,4.33,-1.00,-1.00,-1.00
Pluck,,Benjamin Lapid,Benjamin Lapid,3910,785,0,0.00,-1.00,-1.00,-1.00
Super Cane Magic ZERO,89,Studio Evil,Studio Evil,5996,5996,0,18.00,-1.00,-1.00,-1.00
Far Cry Primal,37,Ubisoft,Ubisoft,471315,432734,32846,3.07,-1.00,-1.00,-1.00
The Cursed Revolver,74,The Cursed Revolver,The Cursed Revolver,4953,785,0,9.00,-1.00,-1.00,-1.00
Skeet: VR Target Shooting,42,Flatbox Studios,Flatbox Studios LLC,124867,73773,3924,3.63,-1.00,-1.00,-1.00
Bullet VR,,Mugle Studio,Mugle Studio,2343,0,0,0.00,-1.00,-1.00,-1.00
Life is Feudal: Your Own,22,Bitbox Ltd.,Bitbox Ltd.,427259,394413,17205,1.89,-1.00,-1.00,-1.00
"Don't Tax Me, Bro!",62,Tibith,Tibith,4171,2868,0,6.25,-1.00,-1.00,-1.00
